4.926190e-01, -5.077062e-02, -1.756058e-01, 5.242467e-02, -nan,
4.778543e-01, -5.223538e-02, -1.872967e-01, 5.254194e-02, -nan,
4.630846e-01, -5.433554e-02, -1.977314e-01, 5.458379e-02, -nan,
4.483101e-01, -5.499030e-02, -2.026270e-01, 5.505850e-02, -nan,
4.335310e-01, -5.316817e-02, -1.984910e-01, 5.318964e-02, -nan,
4.187475e-01, -5.102345e-02, -1.942760e-01, 5.113030e-02, -nan,
4.039598e-01, -5.027817e-02, -1.952010e-01, 5.037958e-02, -nan,
3.891681e-01, -4.901589e-02, -1.928080e-01, 4.906699e-02, -nan,
3.743724e-01, -4.639336e-02, -1.856609e-01, 4.651630e-02, -nan,
3.595730e-01, -4.531005e-02, -1.851471e-01, 4.548940e-02, -nan,
3.447700e-01, -4.416371e-02, -1.837109e-01, 4.422451e-02, -nan,
3.299634e-01, -4.256508e-02, -1.797894e-01, 4.269353e-02, -nan,
3.151534e-01, -4.116839e-02, -1.774603e-01, 4.130033e-02, -nan,
3.003401e-01, -4.009515e-02, -1.766506e-01, 4.030801e-02, -nan,
2.855235e-01, -4.005006e-02, -1.810377e-01, 4.022121e-02, -nan,
2.707037e-01, -4.068447e-02, -1.872159e-01, 4.076421e-02, -nan,
2.558807e-01, -4.020725e-02, -1.879027e-01, 4.025591e-02, -nan,
2.410547e-01, -3.975028e-02, -1.889226e-01, 3.996222e-02, -nan,
2.262256e-01, -3.926596e-02, -1.914708e-01, 3.930745e-02, -nan,
2.113935e-01, -3.903063e-02, -1.938130e-01, 3.919812e-02, -nan,
1.965584e-01, -3.875804e-02, -1.972608e-01, 3.881624e-02, -nan,
1.817203e-01, -3.848578e-02, -2.000421e-01, 3.862325e-02, -nan,
1.668792e-01, -3.839160e-02, -2.045231e-01, 3.849873e-02, -nan,
1.520351e-01, -3.819576e-02, -2.080459e-01, 3.829822e-02, -nan,
1.371881e-01, -3.758888e-02, -2.101488e-01, 3.769726e-02, -nan,
1.223380e-01, -3.726825e-02, -2.145442e-01, 3.743142e-02, -nan,
1.074849e-01, -3.720232e-02, -2.209230e-01, 3.732150e-02, -nan,
9.262887e-02, -3.713332e-02, -2.269103e-01, 3.727614e-02, -nan,
7.776976e-02, -3.684145e-02, -2.322617e-01, 3.694959e-02, -nan,
6.290760e-02, -3.627188e-02, -2.360973e-01, 3.640651e-02, -nan,
4.804238e-02, -3.546045e-02, -2.394407e-01, 3.559719e-02, -nan,
3.317409e-02, -3.456832e-02, -2.428059e-01, 3.469673e-02, -nan,
1.830272e-02, -3.345292e-02, -2.450904e-01, 3.357622e-02, -nan,
3.428260e-03, -3.213512e-02, -2.467800e-01, 3.223935e-02, -nan,
-1.144927e-02, -3.067218e-02, -2.478818e-01, 3.077878e-02, -5.760586e-01,
-2.632987e-02, -2.904864e-02, -2.484255e-01, 2.912731e-02, -3.801785e-01,
-4.121349e-02, -2.726340e-02, -2.475773e-01, 2.734949e-02, -3.032265e-01,
-5.610010e-02, -2.518665e-02, -2.448244e-01, 2.523361e-02, -2.583837e-01,
-7.098963e-02, -2.295794e-02, -2.399225e-01, 2.300136e-02, -2.272933e-01,
-8.588200e-02, -2.026773e-02, -2.311935e-01, 2.018506e-02, -2.027997e-01,
-1.007771e-01, -1.740814e-02, -2.201020e-01, 1.725596e-02, -1.826057e-01,
-1.156747e-01, -1.448839e-02, -2.079385e-01, 1.427445e-02, -1.656258e-01,
-1.305748e-01, -1.167252e-02, -1.961579e-01, 1.142095e-02, -1.513639e-01,
-1.454769e-01, -8.963359e-03, -1.853187e-01, 8.659337e-03, -1.393528e-01,
-1.603809e-01, -6.437610e-03, -1.763821e-01, 6.108658e-03, -1.294486e-01,
-1.752865e-01, -4.070552e-03, -1.693183e-01, 3.719774e-03, -1.212963e-01,
-1.901930e-01, -1.985075e-03, -1.633850e-01, 1.771798e-03, -1.143697e-01,
-2.051001e-01, -1.074245e-04, -1.574494e-01, -7.732706e-05, -1.081115e-01,
-2.200070e-01, 9.711016e-04, -1.438326e-01, -9.273095e-04, -9.976007e-02,
-2.349130e-01, 1.413480e-03, -1.168167e-01, -1.283210e-03, -8.700677e-02,
-2.498172e-01, 8.758687e-04, -7.932207e-02, -7.101378e-04, -6.951261e-02,
-2.647182e-01, -9.763517e-04, -3.432660e-02, 1.062529e-03, -4.437009e-02,
-2.796148e-01, -4.457500e-03, 1.400827e-02, 4.367964e-03, -nan,
-2.945052e-01, -9.973940e-03, 6.496246e-02, 9.625351e-03, -nan,
-3.093871e-01, -1.795387e-02, 1.158902e-01, 1.749558e-02, -nan,
-3.242578e-01, -2.917006e-02, 1.683274e-01, 2.876603e-02, -nan,
-3.391138e-01, -4.391608e-02, 2.243391e-01, 4.335605e-02, -nan,
-3.539507e-01, -6.169969e-02, 2.767539e-01, 6.101014e-02, -nan,
-3.687626e-01, -8.262802e-02, 3.222970e-01, 8.202384e-02, -nan,
-3.835414e-01, -1.065070e-01, 3.595161e-01, 1.059537e-01, -nan,
-3.982760e-01, -1.338079e-01, 3.877720e-01, 1.332986e-01, -nan,
-4.129504e-01, -1.666503e-01, 4.102720e-01, 1.661822e-01, -nan,
-4.275399e-01, -2.063578e-01, 4.254611e-01, 2.055664e-01, -nan,
-4.420043e-01, -2.579629e-01, 4.331263e-01, 2.568267e-01, -nan,
-4.562710e-01, -3.252401e-01, 4.269839e-01, 3.215145e-01, -nan,
-4.701893e-01, -4.124071e-01, 3.801422e-01, 4.052069e-01, -nan,
-4.833640e-01, -4.815711e-01, 2.094338e-01, 4.709013e-01, -nan,
-4.943101e-01, -3.469275e-01, -9.029484e-02, 3.206048e-01, -nan,
-4.982370e-01, -4.525065e-02, 1.851330e-02, 3.384346e-02, -nan,
-4.923404e-01, -3.753227e-01, 2.490585e-02, 3.509390e-01, -nan,
-4.806483e-01, -4.682447e-01, -2.570359e-01, 4.604367e-01, -nan,
-4.672534e-01, -4.009535e-01, -4.051847e-01, 3.943718e-01, -nan,
-4.532404e-01, -3.162451e-01, -4.405064e-01, 3.128110e-01, -nan,
-4.389225e-01, -2.529113e-01, -4.452576e-01, 2.518232e-01, -nan,
-4.244267e-01, -2.045573e-01, -4.389642e-01, 2.039151e-01, -nan,
-4.098164e-01, -1.663387e-01, -4.251483e-01, 1.658226e-01, -nan,
-3.951274e-01, -1.350131e-01, -4.049589e-01, 1.345527e-01, -nan,
-3.803822e-01, -1.078832e-01, -3.763007e-01, 1.073395e-01, -nan,
-3.655955e-01, -8.390158e-02, -3.381479e-01, 8.330289e-02, -nan,
-3.507777e-01, -6.294692e-02, -2.921426e-01, 6.227996e-02, -nan,
-3.359363e-01, -4.521421e-02, -2.402800e-01, 4.467373e-02, -nan,
-3.210767e-01, -3.082480e-02, -1.872932e-01, 3.037677e-02, -nan,
-3.062033e-01, -1.982122e-02, -1.367642e-01, 1.946043e-02, -nan,
-2.913194e-01, -1.173516e-02, -9.049935e-02, 1.133263e-02, -nan,
-2.764276e-01, -6.567079e-03, -4.873440e-02, 6.240937e-03, -nan,
-2.615299e-01, -3.310039e-03, -2.838961e-03, 3.358157e-03, -nan,
-2.466281e-01, -1.021327e-03, 4.289845e-02, 1.074640e-03, -5.143269e-02,
-2.317235e-01, -3.418910e-04, 8.284845e-02, 4.613052e-04, -7.378141e-02,
-2.168172e-01, -6.252395e-04, 1.198214e-01, 7.081650e-04, -9.173044e-02,
-2.019101e-01, -1.381791e-03, 1.471490e-01, 1.268292e-03, -1.053525e-01,
-1.870031e-01, -2.780387e-03, 1.619686e-01, 2.524546e-03, -1.148538e-01,
-1.720968e-01, -4.674224e-03, 1.714725e-01, 4.308598e-03, -1.231956e-01,
-1.571915e-01, -6.822707e-03, 1.789528e-01, 6.421852e-03, -1.317184e-01,
-1.422879e-01, -9.249301e-03, 1.856605e-01, 8.922611e-03, -1.410498e-01,
-1.273861e-01, -1.185514e-02, 1.949816e-01, 1.159961e-02, -1.527975e-01,
-1.124866e-01, -1.431428e-02, 2.034686e-01, 1.409101e-02, -1.661634e-01,
-9.758949e-02, -1.686860e-02, 2.107145e-01, 1.666955e-02, -1.815909e-01,
-8.269497e-02, -1.976569e-02, 2.213634e-01, 1.959849e-02, -2.022424e-01,
-6.780321e-02, -2.248339e-02, 2.310466e-01, 2.238194e-02, -2.282715e-01,
-5.291429e-02, -2.498538e-02, 2.380259e-01, 2.499052e-02, -2.623459e-01,
-3.802832e-02, -2.721166e-02, 2.428292e-01, 2.724782e-02, -3.126830e-01,
-2.314534e-02, -2.922239e-02, 2.456561e-01, 2.929006e-02, -4.032472e-01,
-8.310873e-03, -3.109720e-02, 2.473253e-01, 3.114354e-02, -6.754871e-01,
6.475066e-03, -3.305870e-02, 2.501238e-01, 3.313305e-02, -nan,
2.125797e-02, -3.441915e-02, 2.501906e-01, 3.449597e-02, -nan,
3.603782e-02, -3.536346e-02, 2.466260e-01, 3.545306e-02, -nan,
5.081462e-02, -3.661158e-02, 2.449111e-01, 3.670755e-02, -nan,
6.558840e-02, -3.774877e-02, 2.435466e-01, 3.785400e-02, -nan,
8.035915e-02, -3.863212e-02, 2.413021e-01, 3.873675e-02, -nan,
9.512689e-02, -3.930152e-02, 2.382869e-01, 3.940469e-02, -nan,
1.098916e-01, -3.969722e-02, 2.339024e-01, 3.979278e-02, -nan,
1.246534e-01, -4.011373e-02, 2.298125e-01, 4.020897e-02, -nan,
1.394122e-01, -4.042270e-02, 2.255286e-01, 4.050652e-02, -nan,
1.541681e-01, -4.072227e-02, 2.218200e-01, 4.078858e-02, -nan,
1.689210e-01, -4.063375e-02, 2.167198e-01, 4.074969e-02, -nan,
1.836709e-01, -3.996716e-02, 2.082690e-01, 4.017603e-02, -nan,
1.984179e-01, -3.956417e-02, 2.010147e-01, 3.981820e-02, -nan,
2.131620e-01, -3.926041e-02, 1.951887e-01, 3.955593e-02, -nan,
2.279031e-01, -3.847979e-02, 1.874311e-01, 3.881286e-02, -nan,
2.426412e-01, -3.785997e-02, 1.806396e-01, 3.815333e-02, -nan,
2.573762e-01, -3.741198e-02, 1.750154e-01, 3.762229e-02, -nan,
2.721082e-01, -3.717276e-02, 1.711449e-01, 3.722492e-02, -nan,
2.868371e-01, -3.700949e-02, 1.670145e-01, 3.714765e-02, -nan,
3.015629e-01, -3.646921e-02, 1.621983e-01, 3.655235e-02, -nan,
3.162854e-01, -3.567872e-02, 1.559032e-01, 3.580756e-02, -nan,
3.310046e-01, -3.487547e-02, 1.494923e-01, 3.494275e-02, -nan,
3.457204e-01, -3.499622e-02, 1.464573e-01, 3.507085e-02, -nan,
3.604327e-01, -3.571492e-02, 1.458571e-01, 3.575357e-02, -nan,
3.751414e-01, -3.760052e-02, 1.505437e-01, 3.759744e-02, -nan,
3.898464e-01, -3.882258e-02, 1.537076e-01, 3.881999e-02, -nan,
4.045476e-01, -3.894592e-02, 1.515243e-01, 3.898756e-02, -nan,
4.192447e-01, -4.011420e-02, 1.528839e-01, 4.013823e-02, -nan,
4.339377e-01, -4.109917e-02, 1.542017e-01, 4.109290e-02, -nan,
4.486263e-01, -4.177454e-02, 1.537464e-01, 4.189866e-02, -nan,
4.633104e-01, -4.227195e-02, 1.523060e-01, 4.260106e-02, -nan,
4.779897e-01, -4.248894e-02, 1.490988e-01, 4.300436e-02, -nan,
4.926641e-01, -4.152378e-02, 1.507932e-01, 4.015238e-02, -nan,
